time,open,high,low,close,tick_volume,spread,real_volume
2026-03-11 07:00:00,1.1633,1.16351,1.16273,1.16276,1084,8,0
2026-03-11 07:15:00,1.16278,1.16451,1.16234,1.16297,2142,8,0
2026-03-11 07:30:00,1.16297,1.16308,1.16145,1.16166,1381,8,0
2026-03-11 07:45:00,1.16166,1.16224,1.16131,1.16167,1356,8,0
2026-03-11 08:00:00,1.16167,1.16211,1.16127,1.16201,1574,8,0
2026-03-11 08:15:00,1.16201,1.16201,1.16102,1.16147,1317,8,0
2026-03-11 08:30:00,1.16147,1.16164,1.16062,1.16063,1280,8,0
2026-03-11 08:45:00,1.16063,1.16131,1.16032,1.16123,1662,8,0
2026-03-11 09:00:00,1.16123,1.16137,1.15901,1.16017,2230,8,0
2026-03-11 09:15:00,1.16017,1.16028,1.15909,1.15923,1626,8,0
2026-03-11 09:30:00,1.15923,1.16016,1.15915,1.15947,1460,8,0
2026-03-11 09:45:00,1.15947,1.15963,1.1589800000000001,1.15917,1280,8,0
2026-03-11 10:00:00,1.15917,1.16015,1.15907,1.16013,1343,8,0
2026-03-11 10:15:00,1.16013,1.1605,1.16006,1.16036,1140,8,0
2026-03-11 10:30:00,1.16035,1.16114,1.16018,1.16096,1074,8,0
2026-03-11 10:45:00,1.16096,1.1611,1.1604700000000001,1.16067,923,8,0
2026-03-11 11:00:00,1.16067,1.1609099999999999,1.16029,1.16072,1020,8,0
2026-03-11 11:15:00,1.16072,1.16105,1.16001,1.1602000000000001,1039,8,0
2026-03-11 11:30:00,1.1602000000000001,1.16043,1.1599599999999999,1.16021,1091,8,0
2026-03-11 11:45:00,1.16021,1.16096,1.15941,1.15942,1824,8,0
2026-03-11 12:00:00,1.15943,1.15973,1.15923,1.1594,1579,8,0
2026-03-11 12:15:00,1.15941,1.1602000000000001,1.15936,1.16004,1515,8,0
2026-03-11 12:30:00,1.16004,1.16055,1.15866,1.15906,2577,8,0
2026-03-11 12:45:00,1.15906,1.1590799999999999,1.15771,1.15822,2071,8,0
2026-03-11 13:00:00,1.15823,1.15897,1.15782,1.15843,1982,8,0
2026-03-11 13:15:00,1.15843,1.15915,1.15831,1.15877,1320,8,0
2026-03-11 13:30:00,1.15877,1.15902,1.15807,1.15822,1905,8,0
2026-03-11 13:45:00,1.15822,1.15931,1.15775,1.15914,2037,8,0
2026-03-11 14:00:00,1.15913,1.16125,1.15853,1.15968,4894,8,0
2026-03-11 14:15:00,1.15968,1.15994,1.15876,1.1592500000000001,3002,8,0
2026-03-11 14:30:00,1.1592500000000001,1.15967,1.15826,1.15866,2267,8,0
2026-03-11 14:45:00,1.15866,1.15944,1.15807,1.15815,2011,8,0
2026-03-11 15:00:00,1.15815,1.15839,1.15761,1.15761,1999,8,0
2026-03-11 15:15:00,1.15761,1.15783,1.15738,1.15743,1320,8,0
2026-03-11 15:30:00,1.15743,1.15762,1.15696,1.15708,1618,8,0
2026-03-11 15:45:00,1.15709,1.15747,1.15652,1.15659,1406,8,0
